,online,reservations,rating,votes,location,rest_type,cost_for_two,type
24782,Yes,No,3.9,96,Kalyan Nagar,Quick Bites,300.0,Dine-out
24783,No,No,3.3,14,Kalyan Nagar,Other,300.0,Dine-out
24784,Yes,No,4.0,89,Kalyan Nagar,Quick Bites,200.0,Dine-out
24785,Yes,No,3.8,22,Kalyan Nagar,Quick Bites,650.0,Dine-out
24786,No,No,3.1,6,Kalyan Nagar,Quick Bites,150.0,Dine-out
24787,No,No,3.3,4,Kalyan Nagar,Quick Bites,400.0,Dine-out
24788,No,No,3.6,24,Kalyan Nagar,Quick Bites,400.0,Dine-out
24789,No,No,3.4,10,Kalyan Nagar,Other,400.0,Dine-out
24790,No,No,3.7317847177866676,0,Kalyan Nagar,Quick Bites,100.0,Dine-out
24791,Yes,No,3.7,7,Kalyan Nagar,Quick Bites,300.0,Dine-out
24792,Yes,No,3.5,22,Kalyan Nagar,Quick Bites,600.0,Dine-out
24793,Yes,No,3.4,14,Kalyan Nagar,Quick Bites,250.0,Dine-out
24794,Yes,No,3.6,195,Kalyan Nagar,Quick Bites,500.0,Dine-out
24795,No,No,3.9,78,Kalyan Nagar,Quick Bites,650.0,Dine-out
24796,No,No,3.7,35,Kalyan Nagar,Other,350.0,Dine-out
24797,Yes,No,3.7,52,Kalyan Nagar,Quick Bites,350.0,Dine-out
24798,Yes,No,3.8,26,Kalyan Nagar,Quick Bites,250.0,Dine-out
24799,No,No,3.6,84,Kalyan Nagar,Quick Bites,200.0,Dine-out
24801,No,No,3.7317847177866676,0,Kalyan Nagar,Quick Bites,200.0,Dine-out
24805,No,No,3.5,87,Kalyan Nagar,Quick Bites,150.0,Dine-out
24806,Yes,No,3.7317847177866676,0,Kalyan Nagar,Quick Bites,400.0,Dine-out
24807,No,No,3.7317847177866676,0,Kalyan Nagar,Quick Bites,120.0,Dine-out
24809,Yes,No,3.1,13,Kalyan Nagar,Quick Bites,400.0,Dine-out
24810,No,No,3.2,4,Kalyan Nagar,Quick Bites,300.0,Dine-out
24811,No,No,3.5,14,Kalyan Nagar,Quick Bites,250.0,Dine-out
24813,No,No,3.5,11,Kalyan Nagar,Quick Bites,400.0,Dine-out
24814,No,No,3.7,31,Kalyan Nagar,Quick Bites,300.0,Dine-out
24815,No,No,3.4,11,Kalyan Nagar,Quick Bites,400.0,Dine-out
24816,No,No,3.4,6,Kalyan Nagar,Quick Bites,400.0,Dine-out
24817,No,No,3.4,13,Kalyan Nagar,Quick Bites,100.0,Dine-out
24818,No,No,3.4,6,Kalyan Nagar,Quick Bites,350.0,Dine-out
24820,No,No,3.3,5,Kalyan Nagar,Quick Bites,100.0,Dine-out
24822,No,No,3.7317847177866676,0,Kalyan Nagar,Quick Bites,150.0,Dine-out
24824,No,No,3.7,17,Kalyan Nagar,Quick Bites,400.0,Dine-out
24826,Yes,No,3.7,91,Kalyan Nagar,Quick Bites,200.0,Dine-out
24827,Yes,No,3.7,35,Kalyan Nagar,Quick Bites,700.0,Dine-out
24828,No,No,3.7,300,Kalyan Nagar,Quick Bites,400.0,Dine-out
24829,Yes,No,3.0,16,Kalyan Nagar,Quick Bites,350.0,Dine-out
24832,No,No,4.0,161,Kammanahalli,Casual Dining,600.0,Dine-out
24833,No,Yes,4.1,737,Kammanahalli,"Casual Dining, Bar",800.0,Dine-out
24835,Yes,Yes,4.4,2589,Kammanahalli,Other,600.0,Dine-out
24836,Yes,Yes,4.3,1437,Kammanahalli,Casual Dining,1500.0,Dine-out
24837,No,No,3.9,247,Kammanahalli,Casual Dining,450.0,Dine-out
24838,Yes,Yes,4.1,840,Kammanahalli,Cafe,800.0,Dine-out
24839,Yes,Yes,4.5,418,Kammanahalli,Casual Dining,1200.0,Dine-out
24840,Yes,Yes,3.9,751,HBR Layout,Other,1500.0,Dine-out
24841,No,No,3.9,121,HBR Layout,Casual Dining,600.0,Dine-out
24842,Yes,No,3.9,219,Kammanahalli,Casual Dining,600.0,Dine-out
24843,No,Yes,4.0,237,Kammanahalli,Casual Dining,1400.0,Dine-out
24844,Yes,No,3.9,420,Kammanahalli,Casual Dining,800.0,Dine-out
24845,Yes,No,4.3,191,HBR Layout,Cafe,700.0,Dine-out
24846,No,No,4.2,216,Kammanahalli,Other,300.0,Dine-out
24847,No,No,4.1,109,Kammanahalli,Casual Dining,450.0,Dine-out
24848,No,No,3.8,164,Kammanahalli,Casual Dining,650.0,Dine-out
24849,Yes,Yes,4.1,229,Kammanahalli,Casual Dining,550.0,Dine-out
24850,No,No,3.7,50,Kammanahalli,Quick Bites,400.0,Dine-out
24851,Yes,No,4.0,72,Kammanahalli,Casual Dining,400.0,Dine-out
24852,Yes,No,3.9,358,HBR Layout,Casual Dining,650.0,Dine-out
24853,Yes,No,3.7,370,Kammanahalli,Casual Dining,800.0,Dine-out
24854,No,No,4.1,111,Kammanahalli,Casual Dining,1400.0,Dine-out
24855,Yes,No,4.1,383,Kammanahalli,Casual Dining,700.0,Dine-out
24856,Yes,No,4.0,3128,Kammanahalli,Casual Dining,750.0,Dine-out
24857,No,No,4.2,89,Kammanahalli,Casual Dining,700.0,Dine-out
24858,Yes,No,3.9,191,HBR Layout,Casual Dining,650.0,Dine-out
24859,Yes,No,3.7,301,Kammanahalli,Casual Dining,750.0,Dine-out
24860,Yes,No,3.8,202,HBR Layout,Casual Dining,600.0,Dine-out
24861,Yes,No,4.0,722,Kammanahalli,Cafe,1000.0,Dine-out
24862,Yes,Yes,3.6,104,Kammanahalli,Cafe,800.0,Dine-out
24863,Yes,No,3.9,190,Kammanahalli,Casual Dining,600.0,Dine-out
24864,Yes,No,3.6,147,Kammanahalli,Casual Dining,700.0,Dine-out
24865,No,Yes,3.9,198,Kammanahalli,Casual Dining,700.0,Dine-out
24866,No,No,3.8,139,Kammanahalli,"Casual Dining, Bar",500.0,Dine-out
24867,No,No,3.2,16,Kammanahalli,Casual Dining,500.0,Dine-out
24868,No,No,3.7317847177866676,0,HBR Layout,Casual Dining,400.0,Dine-out
24869,Yes,No,3.0,49,HBR Layout,Casual Dining,700.0,Dine-out
24870,Yes,No,3.5,312,Kammanahalli,Casual Dining,700.0,Dine-out
24872,Yes,No,4.0,51,HBR Layout,Casual Dining,400.0,Dine-out
24873,No,No,4.0,74,Kammanahalli,Other,300.0,Dine-out
24874,Yes,No,3.0,16,Kammanahalli,Casual Dining,550.0,Dine-out
24875,Yes,No,3.6,20,Kammanahalli,Casual Dining,600.0,Dine-out
24877,No,No,3.5,24,Kammanahalli,Cafe,550.0,Dine-out
24878,Yes,No,3.6,21,Kammanahalli,Casual Dining,700.0,Dine-out
24879,Yes,No,3.8,44,Kammanahalli,Casual Dining,600.0,Dine-out
24881,No,No,3.6,15,Kammanahalli,Quick Bites,300.0,Dine-out
24882,Yes,No,3.8,36,Kammanahalli,Cafe,500.0,Dine-out
24883,No,No,3.7317847177866676,0,Kammanahalli,Casual Dining,550.0,Dine-out
24884,No,No,3.7317847177866676,0,Kammanahalli,Other,100.0,Dine-out
24885,No,No,3.7317847177866676,0,Kammanahalli,Casual Dining,500.0,Dine-out
24886,No,No,3.7317847177866676,0,HBR Layout,Quick Bites,350.0,Dine-out
24887,Yes,No,3.6,22,Kammanahalli,Other,350.0,Dine-out
24888,No,No,3.2,6,Kammanahalli,Casual Dining,450.0,Dine-out
24889,No,No,3.3,6,Kammanahalli,Casual Dining,800.0,Dine-out
24890,No,No,3.4,7,Kammanahalli,Casual Dining,600.0,Dine-out
24891,No,No,3.5,13,Kammanahalli,Casual Dining,500.0,Dine-out
24892,Yes,No,3.9,115,Kammanahalli,Casual Dining,550.0,Dine-out
24893,No,No,3.1,12,Kammanahalli,Other,1000.0,Dine-out
24894,No,No,3.4,13,Kammanahalli,Casual Dining,700.0,Dine-out
24895,Yes,No,2.7,182,Kammanahalli,Casual Dining,450.0,Dine-out
24896,No,No,2.6,26,Kammanahalli,Cafe,600.0,Dine-out
24897,No,No,3.0,31,Kammanahalli,Other,700.0,Dine-out
24898,Yes,No,4.4,1418,Kammanahalli,Quick Bites,300.0,Dine-out
24900,Yes,No,3.9,110,Kammanahalli,Quick Bites,400.0,Dine-out
24901,Yes,No,3.5,9,HBR Layout,Quick Bites,500.0,Dine-out
24902,Yes,No,4.0,175,Kammanahalli,Quick Bites,400.0,Dine-out
24903,Yes,No,3.9,718,Kammanahalli,Quick Bites,600.0,Dine-out
24904,Yes,No,3.4,13,Kammanahalli,Quick Bites,300.0,Dine-out
24905,Yes,No,3.8,185,Kammanahalli,Quick Bites,250.0,Dine-out
24906,Yes,No,3.7,20,HBR Layout,Quick Bites,350.0,Dine-out
24907,Yes,No,3.1,33,HBR Layout,Quick Bites,300.0,Dine-out
24908,Yes,No,3.6,22,Kammanahalli,Quick Bites,350.0,Dine-out
24909,Yes,No,3.9,28,Kammanahalli,Quick Bites,400.0,Dine-out
24910,Yes,No,3.7,118,Kammanahalli,Quick Bites,300.0,Dine-out
24911,Yes,No,4.0,129,Kammanahalli,Quick Bites,600.0,Dine-out
24912,Yes,No,3.1,616,Kammanahalli,Quick Bites,450.0,Dine-out
24913,Yes,No,3.5,12,Kammanahalli,Quick Bites,300.0,Dine-out
24914,Yes,No,3.9,186,Kammanahalli,Quick Bites,500.0,Dine-out
24915,Yes,No,3.6,114,Kammanahalli,Quick Bites,300.0,Dine-out
24916,No,No,3.7,53,Kammanahalli,Other,350.0,Dine-out
24917,Yes,No,3.8,173,HBR Layout,Quick Bites,300.0,Dine-out
24918,Yes,No,3.9,24,HBR Layout,Quick Bites,300.0,Dine-out
24920,Yes,No,3.7,118,Kammanahalli,Quick Bites,450.0,Dine-out
24922,No,No,3.7317847177866676,0,Kammanahalli,Quick Bites,450.0,Dine-out
24923,Yes,No,3.8,140,Kammanahalli,Quick Bites,500.0,Dine-out
24924,Yes,No,3.9,41,Kammanahalli,Quick Bites,550.0,Dine-out
24925,Yes,No,3.8,128,Kammanahalli,Quick Bites,400.0,Dine-out
24926,Yes,No,3.2,4,HBR Layout,Quick Bites,300.0,Dine-out
24927,Yes,No,3.3,58,Kammanahalli,Quick Bites,300.0,Dine-out
24928,No,No,3.7,41,Kammanahalli,Quick Bites,250.0,Dine-out
24929,No,No,3.3,4,Kammanahalli,Quick Bites,200.0,Dine-out
24930,No,No,3.4,7,HBR Layout,Quick Bites,400.0,Dine-out
24931,Yes,No,2.9,48,Kammanahalli,Quick Bites,250.0,Dine-out
24932,Yes,No,3.4,39,Kammanahalli,Quick Bites,500.0,Dine-out
24933,No,No,3.3,9,Kammanahalli,Quick Bites,250.0,Dine-out
24934,Yes,No,3.6,57,Kammanahalli,Quick Bites,300.0,Dine-out
24935,Yes,No,2.9,4,Kammanahalli,Quick Bites,100.0,Dine-out
24936,Yes,No,3.9,52,Kammanahalli,Quick Bites,300.0,Dine-out
24937,No,No,3.7317847177866676,0,Kammanahalli,Quick Bites,400.0,Dine-out
24938,Yes,No,3.7317847177866676,0,HBR Layout,Quick Bites,350.0,Dine-out
24939,No,No,3.7317847177866676,0,Kammanahalli,Quick Bites,200.0,Dine-out
24941,No,No,3.7317847177866676,0,HBR Layout,Quick Bites,200.0,Dine-out
24942,No,No,3.7317847177866676,0,Kammanahalli,Quick Bites,100.0,Dine-out
24944,Yes,No,3.5,13,Kammanahalli,Quick Bites,250.0,Dine-out
24945,Yes,No,3.7317847177866676,0,Kammanahalli,Quick Bites,300.0,Dine-out
24950,No,No,3.7317847177866676,0,HBR Layout,Quick Bites,150.0,Dine-out
24952,No,No,3.7317847177866676,0,HBR Layout,Quick Bites,250.0,Dine-out
24955,Yes,No,4.0,209,Kammanahalli,Quick Bites,550.0,Dine-out
24957,Yes,No,3.5,12,HBR Layout,Quick Bites,400.0,Dine-out
24958,No,No,3.2,6,Kammanahalli,Quick Bites,150.0,Dine-out
24959,No,No,3.2,10,HBR Layout,Quick Bites,300.0,Dine-out
24960,No,No,3.7317847177866676,0,HBR Layout,Quick Bites,300.0,Dine-out
24961,Yes,No,3.7,93,Kammanahalli,Quick Bites,400.0,Dine-out
24962,No,No,3.3,7,Kammanahalli,Quick Bites,300.0,Dine-out
24963,No,No,3.3,6,Kammanahalli,Quick Bites,150.0,Dine-out
24964,No,No,3.4,9,Kammanahalli,Quick Bites,450.0,Dine-out
24965,No,No,3.7317847177866676,0,Kammanahalli,Quick Bites,150.0,Dine-out
24967,No,No,3.7317847177866676,0,Kammanahalli,"Takeaway, Delivery",300.0,Dine-out
24968,No,No,3.6,17,Kammanahalli,Quick Bites,400.0,Dine-out
24970,No,No,3.7317847177866676,0,Kammanahalli,Quick Bites,250.0,Dine-out
24973,No,No,3.3,4,Kammanahalli,Quick Bites,400.0,Dine-out
24975,Yes,No,3.8,49,Kammanahalli,Quick Bites,300.0,Dine-out
24976,Yes,No,2.9,215,Kammanahalli,Quick Bites,500.0,Dine-out
24977,Yes,No,3.6,76,Kammanahalli,Quick Bites,450.0,Dine-out
24978,Yes,No,3.6,18,Kammanahalli,Quick Bites,200.0,Dine-out
24979,Yes,No,3.7,27,Kammanahalli,Quick Bites,300.0,Dine-out
24980,Yes,No,3.3,8,HBR Layout,Quick Bites,300.0,Dine-out
24981,Yes,No,3.3,351,Banaswadi,Other,350.0,Dine-out
24983,Yes,No,3.9,611,Banaswadi,Casual Dining,750.0,Dine-out
24984,Yes,No,3.7,71,Banaswadi,Casual Dining,450.0,Dine-out
24985,No,No,4.0,55,Banaswadi,Other,500.0,Dine-out
24986,Yes,Yes,4.5,506,Hennur,Cafe,650.0,Dine-out
24987,Yes,No,3.7,44,Kengeri,Cafe,500.0,Dine-out
24988,No,No,4.0,157,Banaswadi,Other,1100.0,Dine-out
24989,Yes,Yes,4.0,667,Banaswadi,Casual Dining,700.0,Dine-out
24990,Yes,Yes,3.5,131,Banaswadi,Casual Dining,1000.0,Dine-out
24991,Yes,No,3.7,23,Banaswadi,Casual Dining,400.0,Dine-out
24992,No,No,3.7,18,Banaswadi,Casual Dining,600.0,Dine-out
24993,Yes,No,3.8,200,Banaswadi,Casual Dining,600.0,Dine-out
24994,No,No,3.4,6,Banaswadi,Casual Dining,600.0,Dine-out
24995,Yes,No,4.1,98,Hennur,Cafe,500.0,Dine-out
24996,Yes,No,3.7,73,Banaswadi,Other,500.0,Dine-out
24997,Yes,No,3.7,105,Banaswadi,Casual Dining,800.0,Dine-out
24998,Yes,No,2.3,119,Banaswadi,Casual Dining,800.0,Dine-out
24999,No,No,3.8,161,Banaswadi,Quick Bites,300.0,Dine-out
25000,Yes,No,4.3,332,Hennur,Quick Bites,300.0,Dine-out
25002,Yes,No,3.5,324,Banaswadi,Casual Dining,600.0,Dine-out
25003,Yes,No,3.6,62,Banaswadi,Other,550.0,Dine-out
25004,No,No,3.3,4,Banaswadi,Casual Dining,350.0,Dine-out
25005,Yes,No,3.4,122,Banaswadi,Casual Dining,700.0,Dine-out
25006,Yes,No,2.6,254,Banaswadi,Casual Dining,1050.0,Dine-out
25008,No,No,4.0,130,Banaswadi,Quick Bites,200.0,Dine-out
25009,Yes,No,3.5,10,Banaswadi,Quick Bites,300.0,Dine-out
25011,No,No,3.7317847177866676,0,Banaswadi,Casual Dining,450.0,Dine-out
25012,Yes,No,3.9,71,Banaswadi,Quick Bites,250.0,Dine-out
25013,Yes,No,3.8,109,Banaswadi,"Casual Dining, Bar",600.0,Dine-out
25014,Yes,No,3.8,74,Banaswadi,Quick Bites,150.0,Dine-out
25015,Yes,No,3.5,20,Banaswadi,Other,400.0,Dine-out
25016,No,No,3.6,20,Banaswadi,Quick Bites,300.0,Dine-out
25017,No,No,3.1,22,Banaswadi,Casual Dining,600.0,Dine-out
25018,Yes,No,3.8,44,Banaswadi,Cafe,500.0,Dine-out
25019,Yes,No,3.2,123,Banaswadi,Casual Dining,600.0,Dine-out
25020,Yes,No,3.3,70,Hennur,Casual Dining,600.0,Dine-out
25021,Yes,No,3.9,224,Banaswadi,Casual Dining,600.0,Dine-out
25022,No,No,3.7,14,Banaswadi,Casual Dining,500.0,Dine-out
25023,Yes,No,3.4,182,Banaswadi,Casual Dining,500.0,Dine-out
25024,No,No,3.3,7,Nagawara,Quick Bites,400.0,Dine-out
25025,No,No,3.6,70,Banaswadi,Quick Bites,200.0,Dine-out
25026,Yes,No,3.4,10,Banaswadi,Bakery,500.0,Dine-out
25027,No,No,3.5,50,Banaswadi,Casual Dining,600.0,Dine-out
25028,Yes,No,3.4,78,Banaswadi,Quick Bites,400.0,Dine-out
25029,Yes,No,3.6,17,Banaswadi,Cafe,600.0,Dine-out
25030,No,No,3.7317847177866676,0,Hennur,Quick Bites,200.0,Dine-out
25031,Yes,No,3.7,32,Hennur,Quick Bites,300.0,Dine-out
25032,No,No,3.5,15,Banaswadi,Quick Bites,150.0,Dine-out
25033,No,No,3.6,15,Banaswadi,Quick Bites,100.0,Dine-out
25034,Yes,No,3.7,64,Banaswadi,Quick Bites,400.0,Dine-out
25035,No,No,3.7,100,Banaswadi,Other,1200.0,Dine-out
25036,Yes,No,3.8,98,Banaswadi,Casual Dining,500.0,Dine-out
25037,Yes,No,3.8,92,Banaswadi,Quick Bites,400.0,Dine-out
25038,No,No,3.7317847177866676,0,Nagawara,Quick Bites,350.0,Dine-out
25039,Yes,No,3.9,283,Banaswadi,Quick Bites,250.0,Dine-out
25040,No,No,3.3,4,Banaswadi,Quick Bites,250.0,Dine-out
25041,No,No,3.7,26,Banaswadi,Casual Dining,500.0,Dine-out
25045,Yes,No,3.5,13,Hennur,Quick Bites,400.0,Dine-out
25046,No,No,3.7317847177866676,0,Banaswadi,Casual Dining,550.0,Dine-out
25047,Yes,No,3.2,30,Hennur,Quick Bites,300.0,Dine-out
25048,Yes,No,3.7317847177866676,0,Banaswadi,Cafe,300.0,Dine-out
25049,No,No,3.7,103,Banaswadi,Casual Dining,600.0,Dine-out
25050,Yes,No,3.4,8,Hennur,"Casual Dining, Bar",550.0,Dine-out
25051,Yes,Yes,3.5,16,Nagawara,Casual Dining,800.0,Dine-out
25052,Yes,No,3.7,16,Banaswadi,Quick Bites,200.0,Dine-out
25053,No,No,3.0,9,Banaswadi,Casual Dining,700.0,Dine-out
25054,No,No,3.0,11,Banaswadi,Casual Dining,400.0,Dine-out
25055,Yes,No,3.8,77,Banaswadi,Cafe,550.0,Dine-out
25056,No,No,3.0,110,Banaswadi,Other,650.0,Dine-out
25057,Yes,No,3.7,42,Banaswadi,Quick Bites,500.0,Dine-out
25058,No,No,3.7317847177866676,0,Banaswadi,Other,100.0,Dine-out
25059,No,No,3.7317847177866676,0,Banaswadi,Quick Bites,200.0,Dine-out
25060,Yes,No,3.4,19,Banaswadi,Quick Bites,400.0,Dine-out
25061,No,No,3.7317847177866676,0,Banaswadi,Casual Dining,500.0,Dine-out
25062,No,No,3.4,6,Banaswadi,"Casual Dining, Bar",700.0,Dine-out
25063,No,No,3.6,17,Banaswadi,Quick Bites,400.0,Dine-out
25064,No,No,3.7317847177866676,0,Banaswadi,Other,500.0,Dine-out
25065,Yes,No,3.8,151,Banaswadi,Quick Bites,500.0,Dine-out
25067,No,No,3.3,21,Hennur,Quick Bites,300.0,Dine-out
25068,No,No,3.4,5,North Bangalore,Other,350.0,Dine-out
25069,Yes,No,3.0,20,Banaswadi,Quick Bites,300.0,Dine-out
25070,Yes,No,3.6,21,Banaswadi,Quick Bites,300.0,Dine-out
25071,Yes,No,3.4,15,Banaswadi,Quick Bites,400.0,Dine-out
25072,Yes,No,3.7,15,Banaswadi,Quick Bites,200.0,Dine-out
25073,No,No,3.7,161,Banaswadi,Quick Bites,300.0,Dine-out
25074,No,No,3.2,4,Banaswadi,Quick Bites,250.0,Dine-out
25075,No,No,2.8,69,Banaswadi,Quick Bites,300.0,Dine-out
25076,No,No,3.7317847177866676,0,Banaswadi,Quick Bites,100.0,Dine-out
25078,No,No,3.7317847177866676,0,Banaswadi,Quick Bites,250.0,Dine-out
25080,Yes,No,3.7317847177866676,0,Banaswadi,Quick Bites,150.0,Dine-out
25081,Yes,No,3.7317847177866676,0,Hennur,Quick Bites,350.0,Dine-out
25082,Yes,No,3.6,92,Banaswadi,Quick Bites,400.0,Dine-out
25083,No,No,3.1,7,Banaswadi,Quick Bites,400.0,Dine-out
25084,Yes,No,3.7317847177866676,0,Banaswadi,Quick Bites,300.0,Dine-out
25085,Yes,No,3.2,11,Banaswadi,Quick Bites,400.0,Dine-out
25086,No,No,3.5,11,Banaswadi,Quick Bites,300.0,Dine-out
25087,No,No,3.3,16,Banaswadi,Quick Bites,150.0,Dine-out
25088,No,No,3.7,33,Banaswadi,Cafe,500.0,Dine-out
25089,No,No,3.3,6,Banaswadi,Casual Dining,500.0,Dine-out
25091,No,No,3.7317847177866676,0,Banaswadi,Quick Bites,350.0,Dine-out
25095,No,No,3.7317847177866676,0,Banaswadi,Quick Bites,400.0,Dine-out
25101,No,No,3.7317847177866676,0,Banaswadi,Quick Bites,150.0,Dine-out
25104,Yes,No,3.2,4,Banaswadi,Quick Bites,300.0,Dine-out
25105,Yes,No,3.4,12,Hennur,Quick Bites,300.0,Dine-out
25106,No,No,3.8,104,Banaswadi,Quick Bites,400.0,Dine-out
25108,No,No,3.5,12,Banaswadi,Quick Bites,400.0,Dine-out
25112,No,No,3.6,77,Hennur,Quick Bites,400.0,Dine-out
25113,No,No,3.2,4,Nagawara,Quick Bites,300.0,Dine-out
25114,No,No,3.2,9,Banaswadi,Quick Bites,200.0,Dine-out
25115,No,No,3.7317847177866676,0,Hennur,Quick Bites,150.0,Dine-out
25116,No,No,3.5,14,Nagawara,Quick Bites,150.0,Dine-out
25118,No,No,3.7317847177866676,0,Nagawara,Quick Bites,250.0,Dine-out
25120,No,No,3.4,5,Banaswadi,Quick Bites,250.0,Dine-out
25126,No,No,3.7317847177866676,0,Hennur,Quick Bites,300.0,Dine-out
25128,No,No,3.2,4,Banaswadi,Quick Bites,300.0,Dine-out
25130,No,No,3.3,6,Banaswadi,Quick Bites,250.0,Dine-out
25132,No,No,3.4,6,Banaswadi,Quick Bites,500.0,Dine-out
25134,No,No,3.3,5,Banaswadi,Quick Bites,300.0,Dine-out
25135,Yes,No,3.4,55,Nagawara,Quick Bites,300.0,Dine-out
25136,No,No,3.7,39,Banaswadi,Quick Bites,350.0,Dine-out
25137,Yes,No,3.2,4,Hennur,Quick Bites,300.0,Dine-out
25138,Yes,No,3.3,38,Banaswadi,Quick Bites,150.0,Dine-out
25139,Yes,No,3.2,55,Hennur,Quick Bites,400.0,Dine-out
25140,Yes,No,3.8,17,Nagawara,Quick Bites,200.0,Dine-out
25141,Yes,No,3.6,30,Hennur,Quick Bites,400.0,Dine-out
25142,Yes,Yes,4.4,2329,Kalyan Nagar,Other,1400.0,Drinks & nightlife
25143,No,Yes,4.3,416,Kalyan Nagar,Other,1800.0,Drinks & nightlife
25144,Yes,Yes,4.2,1196,Kalyan Nagar,Other,1400.0,Drinks & nightlife
25145,Yes,Yes,4.4,816,Kalyan Nagar,Other,1200.0,Drinks & nightlife
25146,Yes,Yes,3.8,360,Kalyan Nagar,Other,1300.0,Drinks & nightlife
25147,No,Yes,4.0,662,Kalyan Nagar,Other,1500.0,Drinks & nightlife
25148,Yes,No,3.9,248,Kalyan Nagar,Other,1200.0,Drinks & nightlife
25149,No,Yes,3.9,74,Kalyan Nagar,"Casual Dining, Bar",1200.0,Drinks & nightlife
25150,No,Yes,4.0,377,Kalyan Nagar,Other,1300.0,Drinks & nightlife
25151,Yes,Yes,3.9,751,HBR Layout,Other,1500.0,Drinks & nightlife
25152,No,No,3.8,139,Kammanahalli,"Casual Dining, Bar",500.0,Drinks & nightlife
25153,No,No,3.1,12,Kammanahalli,Other,1000.0,Drinks & nightlife
25154,No,No,3.0,31,Kammanahalli,Other,700.0,Drinks & nightlife
25155,No,No,4.0,157,Banaswadi,Other,1100.0,Drinks & nightlife
25156,No,No,3.7,100,Banaswadi,Other,1200.0,Drinks & nightlife
25169,No,No,3.1,10,Kammanahalli,Cafe,900.0,Cafes
25194,No,No,3.9,63,Banaswadi,Cafe,450.0,Cafes
25212,Yes,No,4.4,861,Indiranagar,Delivery,500.0,Delivery
25220,Yes,No,4.4,220,Banaswadi,Dessert Parlor,400.0,Delivery
25250,Yes,No,3.1,616,Kammanahalli,Quick Bites,450.0,Delivery
25253,Yes,No,3.8,25,Nagawara,"Takeaway, Delivery",350.0,Delivery
25275,Yes,No,4.0,154,Kammanahalli,Quick Bites,400.0,Delivery
25281,Yes,No,2.7,434,Kalyan Nagar,Casual Dining,750.0,Delivery
25289,Yes,No,3.7317847177866676,0,HBR Layout,Quick Bites,350.0,Delivery
25325,Yes,No,3.8,189,Banaswadi,Quick Bites,400.0,Delivery
25338,Yes,No,3.4,50,Nagawara,Quick Bites,300.0,Delivery
25343,Yes,No,3.3,4,Rammurthy Nagar,Delivery,300.0,Delivery
25345,Yes,No,3.8,23,Rammurthy Nagar,Other,300.0,Delivery
25356,Yes,No,3.6,56,Kalyan Nagar,Cafe,650.0,Delivery
25377,Yes,No,3.7317847177866676,0,HBR Layout,Quick Bites,250.0,Delivery
25388,Yes,No,4.1,70,Frazer Town,Casual Dining,700.0,Delivery
25400,Yes,No,2.8,43,Rammurthy Nagar,Quick Bites,700.0,Delivery
25427,Yes,No,3.7317847177866676,0,Rammurthy Nagar,Other,100.0,Delivery
25429,Yes,No,3.6,16,Old Madras Road,Quick Bites,150.0,Delivery
25435,Yes,No,2.9,215,Kammanahalli,Quick Bites,500.0,Delivery
25500,No,No,2.6,210,Nagawara,Quick Bites,400.0,Delivery
25506,Yes,No,3.2,11,Banaswadi,Dessert Parlor,500.0,Delivery
25520,Yes,No,3.1,11,Kalyan Nagar,Dessert Parlor,250.0,Delivery
25555,No,No,3.2,16,Kammanahalli,Casual Dining,500.0,Delivery
25559,Yes,Yes,4.3,53,Nagawara,Casual Dining,600.0,Delivery
25572,Yes,No,3.0,38,Banaswadi,Quick Bites,600.0,Delivery
25603,No,No,3.7,17,Kammanahalli,Other,200.0,Delivery
25623,Yes,No,3.7,82,Banaswadi,Casual Dining,800.0,Delivery
25646,Yes,No,3.7,29,Rammurthy Nagar,"Takeaway, Delivery",300.0,Delivery
25663,Yes,No,3.7317847177866676,0,Nagarbhavi,Quick Bites,200.0,Delivery
25664,Yes,No,4.3,785,Frazer Town,Quick Bites,300.0,Delivery
25675,Yes,No,4.0,222,Old Madras Road,Cafe,850.0,Delivery
25694,No,No,3.7317847177866676,0,Hennur,Quick Bites,250.0,Delivery
25695,No,No,3.7317847177866676,0,Nagawara,"Takeaway, Delivery",300.0,Delivery
25699,Yes,No,4.1,178,Frazer Town,Delivery,400.0,Delivery
25712,Yes,No,4.1,620,Kalyan Nagar,Quick Bites,200.0,Delivery
25718,Yes,No,2.8,132,Banaswadi,Quick Bites,200.0,Delivery
25754,No,No,3.5,22,Banaswadi,Quick Bites,100.0,Delivery
25757,No,No,3.4,24,Banaswadi,Other,400.0,Delivery
25767,No,No,3.4,10,Banaswadi,Quick Bites,100.0,Delivery
25787,No,No,3.7317847177866676,0,Banaswadi,Delivery,400.0,Delivery
25808,No,No,3.2,6,Banaswadi,Quick Bites,300.0,Delivery
25861,Yes,No,2.8,19,Banaswadi,Quick Bites,200.0,Delivery
25891,Yes,No,4.0,154,Kammanahalli,Quick Bites,400.0,Desserts
25952,Yes,No,3.4,22,Banaswadi,Other,400.0,Desserts
25953,Yes,No,3.7,68,Banaswadi,Bakery,300.0,Desserts
25984,No,No,4.0,168,Kammanahalli,Casual Dining,600.0,Dine-out
25985,No,Yes,4.2,788,Kammanahalli,"Casual Dining, Bar",800.0,Dine-out
25986,Yes,Yes,4.4,2640,Kammanahalli,Other,600.0,Dine-out
25987,Yes,Yes,4.3,1446,Kammanahalli,Casual Dining,1500.0,Dine-out
